OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,DateUpdate,SiteReferenceAlternate,Easting,Northing,Planning_Ref,BoundRef
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02010,,"""Fairfax House, Wade Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02010,ETRS89,-1.54121064,53.80084535,0.20,not owned by a public authority,yes,permissioned,determination for permitted development,26/03/2021,,,176,Change of use from B1(a) offices to form 162 residential apartments,,,176,176,,,,20/12/2022,20/12/2022,5510,430214,433960,21/01430/DPD,SHL020101
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02017,,"""Jefferson House, 27 Park Place""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02017,ETRS89,-1.55224500,53.79750743,0.08,not owned by a public authority,yes,permissioned,determination for permitted development,12/07/2021,,,97,Change of use of office (B1(a)) to 97 apartments (C3),,,97,97,,,,20/12/2022,20/12/2022,5517,429489,433584,21/01967/DPD,SHL020171
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02018,,"""Dysons Chambers, 12 - 14 Briggate""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02018,ETRS89,-1.54129804,53.79513282,0.09,not owned by a public authority,yes,permissioned,determination for permitted development,27/07/2021,,,82,Change of use of offices (B1(a)) to 82 dwellings (C3),,,82,82,,,,20/12/2022,20/12/2022,5518,430212,433324,21/02962/DPD,SHL020181
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02019,,"""115-126 Briggate, 8-9 Kirkgate & 7 Fish Street""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02019,ETRS89,-1.54014637,53.79726894,0.24,not owned by a public authority,yes,permissioned,full planning permission,20/08/2021,,,107,Redevelopment of the existing buildings to include rooftop extension and conversion of upper floors to student residential use with ground floor reception entrance,,,107,107,,,,20/12/2022,20/12/2022,5519,430286,433562,21/02996/FU,SHL020191
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02020,,"""Exchange Court, 2 West Way, Woodhouse""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02020,ETRS89,-1.55723068,53.79869339,0.34,not owned by a public authority,yes,permissioned,determination for permitted development,05/08/2021,,,81,Change of use of offices (B1(a)) to 81 apartments (C3),,,81,81,,,,20/12/2022,20/12/2022,5520,429160,433714,21/04977/DPD,SHL020201
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02024,,"""Former Drighlington A R L F C, 27 Wakefield Road, Drighlington""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02024,ETRS89,-1.65259374,53.75398962,0.20,not owned by a public authority,yes,permissioned,full planning permission,05/11/2021,,,5,Demolition of social club and erection of five detached dwelling houses,,,5,5,,,,20/12/2022,20/12/2022,5524,422904,428705,20/08503/FU,SHL020241
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02025,,"""2 Great George Street, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02025,ETRS89,-1.54399406,53.80101786,0.17,not owned by a public authority,yes,permissioned,full planning permission,22/12/2021,,,83,"Alterations, including rooftop extension, and conversion of 2 Great George Street to provide 83 residential apartments with retention of the ground floor office use",,,83,83,,,,20/12/2022,20/12/2022,5525,430030,433978,21/01869/FU,SHL020251
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02027,,"""The Limelight Dance Studio, Armley Ridge Road, Armley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02027,ETRS89,-1.59531772,53.79727214,0.26,not owned by a public authority,yes,permissioned,full planning permission,04/10/2021,,,9,"Residential Development with 9 no. Units, associated access and parking with amenity space",,,9,9,,,,20/12/2022,20/12/2022,5527,426653,433540,21/04195/FU,SHL020271
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02028,,"""Land Off Cockshott Lane, Armley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02028,ETRS89,-1.60710188,53.80434647,0.66,not owned by a public authority,yes,permissioned,full planning permission,11/03/2022,,,32,"Eleven houses, one block of four bungalows with staff facilities and one block of thirteen flats with one staff accommodation unit",,,32,32,,,,20/12/2022,20/12/2022,5528,,,19/01670/FU,SHL020281
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02029,,"""The Old School Site, Great North Road, Micklefield""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02029,ETRS89,-1.32613841,53.78902605,0.33,not owned by a public authority,yes,permissioned,full planning permission,04/02/2022,,,9,Construction of nine dwellings and associated works,,,9,9,,,,20/12/2022,20/12/2022,5529,,,20/02915/FU,SHL020291
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02030,,"""Micklefield House, New Road Side, Rawdon""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02030,ETRS89,-1.68432907,53.85303884,0.21,not owned by a public authority,yes,permissioned,full planning permission,25/01/2022,,,8,Change of use and alterations of former council building to form eight flats with parking,,,8,8,,,,20/12/2022,20/12/2022,5530,,,20/01306/FU,SHL020301
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02031,,"""3 Dolly Lane, Burmantofts""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02031,ETRS89,-1.52650410,53.80582340,0.25,not owned by a public authority,yes,permissioned,full planning permission,14/01/2022,,,89,Seven storey residential development with undercroft parking and landscaping,,,89,89,,,,20/12/2022,20/12/2022,5531,,,20/06762/FU,SHL020311
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02032,,"""Former The Arkle Public House, 105 Springfield Avenue, Morley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02032,ETRS89,-1.60603266,53.75313863,0.36,not owned by a public authority,yes,permissioned,full planning permission,15/03/2022,,,11,Demolition of former public house building and construction of residential development comprising 11 dwellings,,,11,11,,,,20/12/2022,20/12/2022,5532,,,21/02880/FU,SHL020321
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02033,,"""26 - 34 Merrion Street""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02033,ETRS89,-1.53986979,53.80045000,0.04,not owned by a public authority,yes,permissioned,full planning permission,11/03/2022,,,88,"Demolition of vacant two storey bar and nightclub, and erection of part 5, part 7, part 9 storey purpose built student accommodation block containing 88 self contained studio apartments and associated amenity space, plant and storage.",,,88,88,,,,20/12/2022,20/12/2022,5533,,,21/06759/FU,SHL020331
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02034,,"""36 Hyde Terrace, Woodhouse""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02034,ETRS89,-1.55726594,53.80387095,,not owned by a public authority,yes,permissioned,full planning permission,27/04/2022,,,13,Alterations involving conversion of 4 flats into 13 student accommodation flats including demolition of existing extension and construction of two storey extension,,,13,13,,,,20/12/2022,20/12/2022,5534,,,20/02642/FU,SHL020341
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02035,,"""Land Off Hollywell Lane, Hollywell Lane, Armley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02035,ETRS89,-1.59425114,53.79718541,,not owned by a public authority,yes,permissioned,full planning permission,14/04/2022,,,8,"Construction of 8 no. new residential dwellings with associated access, parking and amenity space",,,8,8,,,,20/12/2022,20/12/2022,5535,,,21/09637/FU,SHL020351
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02036,,"""Gain Lane Farm, Gain Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02036,ETRS89,-1.70248669,53.80330474,,not owned by a public authority,yes,permissioned,full planning permission,21/06/2022,,,7,"Partial demolition, change of use of existing farm buildings with external alterations to form 7No units for adults with specific needs, conversion of existing farmhouse to a self-contained staff unit.",,,7,7,,,,20/12/2022,20/12/2022,5536,,,20/04565/FU,SHL020361
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02037,,"""1 Eastgate, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02037,ETRS89,-1.53763233,53.79882628,,not owned by a public authority,yes,permissioned,determination for permitted development,19/08/2021,,,51,Change of use of offices (B1(a)) to 51 apartments (C3),,,51,51,,,,20/12/2022,20/12/2022,5537,430451,433737,21/05905/DPD,SHL020371
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02038,,"""Hope House, Mabgate""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02038,ETRS89,-1.53030140,53.80116059,,not owned by a public authority,yes,permissioned,full planning permission,07/10/2016,,,19,Change of use with internal and external alterations including upper floor extensions to 6 x one bedroom and 13 x two bedroom apartments and additional office space to ground floor,,,19,19,,,,20/12/2022,20/12/2022,5538,430932,433999,14/01594/FU,SHL020381
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02039,,"""Hope City Church, 32 York Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02039,ETRS89,-1.52421699,53.79761313,,not owned by a public authority,yes,permissioned,full planning permission,25/06/2018,,,52,Change of use involving alterations and extension of church building to create 52 residential apartments and a retail unit with car parking and ancillary spaces.,,,52,52,,,,20/12/2022,20/12/2022,5539,431335,433607,18/00294/FU,SHL020391
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02040,,"""177 Kirkstall Road, Burley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02040,ETRS89,-1.57444469,53.80322333,,not owned by a public authority,yes,permissioned,determination for permitted development,31/01/2020,,,57,Change of use from offices (B1a) to 57 apartments (C3),,,57,57,,,,20/12/2022,20/12/2022,5540,428024,434211,19/07541/DPD,SHL020401
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02041,,"""Leonardo Building & Thoresby House, 2 Rossington Street
""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02041,ETRS89,-1.54497148,53.80090067,,not owned by a public authority,yes,permissioned,full planning permission,10/08/2021,,,196,"Conversion of Leonardo Building and Thoresby House to provide student accommodation accommodation and a ground floor commercial unit, comprising the part-demolition and alterations to existing extension to Leonardo Building; demolition of existing roofs, addition of two storey roof extension to Leonardo Building and single storey to Leonardo Printworks and Thoresby and internal alterations. Erection of new-build eleven storey student accommodation building to existing car park. Associated works including creation of new public realm comprising resurfacing works, provision of street furniture, trees and other planting and alterations to the highway",,,196,196,,,,20/12/2022,20/12/2022,5541,429966,433964,21/02844/FU,SHL020411
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02042,,"""Caroline House, Diamond House, Sheepscar Street South, Sheepscar""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02042,ETRS89,-1.53230968,53.80467053,,not owned by a public authority,yes,permissioned,full planning permission,28/06/2021,,,105,"Demolition of existing buildings and construction of student accommodation with ground floor management, common facilities, and artists studios, including flexible use rights Under Part 3, Class V for retail and commercial uses B1, A2, A3, A4, A5, D1 and D2, open space, public realm improvements, associated landscaping, infrastructure, access and parking",,,105,105,,,,20/12/2022,20/12/2022,5542,430797,434389,20/02958/FU,SHL020421
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02043,,"""Sandway Business Centre, Shannon Street, Richmond Hill""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02043,ETRS89,-1.52485130,53.79767682,,not owned by a public authority,yes,permissioned,full planning permission,01/04/2021,,,85,"Residential scheme comprising apartments, residential lounges, car parking and public realm set over a single block of 10 levels; Demolition of the existing commercial buildings on site",,,85,85,,,,20/12/2022,20/12/2022,5543,431293,433614,20/05778/FU,SHL020431
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02044,,"""2 Low Grange View, Belle Isle, Leeds, LS10 3DT""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02044,ETRS89,-1.52410540,53.76463630,,not owned by a public authority,yes,permissioned,full planning permission,11/08/2016,,,10,Erection of 10 flats in three blocks,,,10,10,,,,20/12/2022,20/12/2022,5544,431367,429939,15/06085/FU,SHL020441
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02045,,"""116 Domestic Street, Holbeck""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02045,ETRS89,-1.56015818,53.78612006,,not owned by a public authority,yes,permissioned,full planning permission,09/10/2018,,,11,Alterations to previously approved planning application 12/04289/FU (change of use and alterations of vacant offices to 9 flats including two storey rear extension) and two additional flats,,,11,11,,,,20/12/2022,20/12/2022,5545,428976,432314,17/02506/FU,SHL020451
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02046,,"""Cavalier Inn, 10 Ellerby Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02046,ETRS89,-1.52566031,53.79224190,,not owned by a public authority,yes,permissioned,full planning permission,19/03/2018,,,16,Demolition of public house and erect five storey block of 16 apartments with associated car parking and landscaping.,,,16,16,,,,20/12/2022,20/12/2022,5546,431244,433009,16/01825/FU,SHL020461
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02047,,"""Bank Street And Chapel Hill, Morley, Leeds, LS27 9JB""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02047,ETRS89,-1.59862731,53.74986882,,not owned by a public authority,yes,permissioned,full planning permission,29/10/2019,,,16,Assisted living facility of two bungalows and 10 flats,,,16,16,,,,20/12/2022,20/12/2022,5547,426465,428266,19/01973/FU,SHL020471
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02048,,"""23 - 25 Morley Mill, Commercial Street, Morley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02048,ETRS89,-1.59939516,53.74606392,,not owned by a public authority,yes,permissioned,full planning permission,21/01/2022,,,12,"Change of use of vacant warehouse, gym and public house to twelve supported living apartments together with ancillary staff area and car parking",,,12,12,,,,20/12/2022,20/12/2022,5548,426416,427842,21/08034/FU,SHL020481
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02049,,"""Pavilion Buildings, High Street, Morley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02049,ETRS89,-1.59745238,53.74258065,,not owned by a public authority,yes,permissioned,full planning permission,10/10/2014,,,14,Conversion of existing former theatre/restaurant building into 14 No. residential dwellings; together with alterations to form restaurant/function room,,,14,14,,,,20/12/2022,20/12/2022,5549,426547,427455,13/05468/FU,SHL020491
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02050,,"""Shoulder Of Mutton, Howden Clough Road, Morley, Leeds, LS27 0LR""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02050,ETRS89,-1.62325484,53.74350803,,not owned by a public authority,yes,not permissioned,,,,,20,,,,20,20,,,,20/12/2022,20/12/2022,5550,424845,427549,,SHL020501
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02051,,"""Site Between 1 And 13 Stocks Hill And 28 Crab Lane, Armley, Leeds, LS12 2AD""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02051,ETRS89,-1.58585621,53.79710597,,not owned by a public authority,yes,not permissioned,,,,,15,,,,15,15,,,,20/12/2022,20/12/2022,5551,427276,433526,,SHL020511
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02052,,"""Bramley Business Centre, Stanningley Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02052,ETRS89,-1.63890933,53.80628271,,not owned by a public authority,yes,permissioned,full planning permission,07/06/2021,,,80,"Construction of one, four storey block containing twelve apartments with under-croft parking to ground floor and all associated site works",,,80,80,,,,20/12/2022,20/12/2022,5552,423777,434527,20/03244/FU,SHL020521
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02053,,"""2 Theaker Lane, Armley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02053,ETRS89,-1.58890309,53.79718650,,not owned by a public authority,yes,permissioned,full planning permission,28/02/2018,,,15,Change of use of former clinic to form 15 flats,,,15,15,,,,20/12/2022,20/12/2022,5553,427075,433533,17/00615/FU,SHL020531
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02054,,"""Kirkstall Design Centre, Bridge Road, Kirkstall""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02054,ETRS89,-1.60470379,53.81591841,,not owned by a public authority,yes,permissioned,full planning permission,25/05/2017,,,27,Change of use and associated works to form 27 studio apartments,,,27,27,,,,20/12/2022,20/12/2022,5554,426023,435611,16/05353/FU,SHL020541
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02055,,"""Former New Western Social Club, Eyres Avenue, Armley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02055,ETRS89,-1.58926558,53.79812951,,not owned by a public authority,yes,permissioned,outline planning permission,18/05/2021,,,13,Outline application for residential development of up to 13 dwellings,,,13,13,,,,20/12/2022,20/12/2022,5555,427051,433638,19/05041/OT,SHL020551
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02056,,"""232 Stanningley Road, Bramley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02056,ETRS89,-1.63124455,53.80596112,,not owned by a public authority,yes,permissioned,determination for permitted development,27/10/2021,,,12,Change of use of office (B1(a)) to 12 flats (C3),,,12,12,,,,20/12/2022,20/12/2022,5556,424282,434494,21/06345/DPD,SHL020561
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02057,,"""Clarendon Road, Woodhouse""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02057,ETRS89,-1.55572079,53.81043777,,not owned by a public authority,yes,permissioned,full planning permission,15/12/2017,,,10,Construction of four storey building consisting of 18 residential flats and associated landscaping and car parking.,,,10,10,,,,20/12/2022,20/12/2022,5557,429252,435021,16/06080/FU,SHL020571
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02058,,"""Leeds Federated Housing Association Ltd, Arthington House, 30 Westfield Road, Woodhouse""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02058,ETRS89,-1.56359701,53.80283344,,not owned by a public authority,yes,permissioned,full planning permission,05/02/2021,,,22,Conversion of two storey office space (Ground and first floor) in 22No apartments,,,22,22,,,,20/12/2022,20/12/2022,5558,428738,434171,20/01846/FU,SHL020581
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02059,,"""Rose Court, Leeds Girls High School, Headingley Lane, Headingley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02059,ETRS89,-1.56291628,53.81517382,,not owned by a public authority,yes,permissioned,full planning permission,18/03/2021,,,10,"Internal Alterations  to the Listed Rose Court Buildings to form 5 Duplex Apartments, Demolition and full rebuild of the existing annex building to form 5 Self contained apartment, the refurbishment and extension of the existing Rose Court Gate Lodge to form a new detached desidential dwelling alongside associated car parking and landscaping",,,10,10,,,,20/12/2022,20/12/2022,5559,428775,435545,17/04964/FU,SHL020591
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02060,,"""One Stop, 187 Woodhouse Street, Woodhouse""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02060,ETRS89,-1.55324530,53.81369573,,not owned by a public authority,yes,permissioned,full planning permission,11/09/2020,,,12,Extensions and alterations to existing building to create purpose built student accommodation consisting of 12 one bedroom units including reconfiguration of the existing car park and creation of new amenity space,,,12,12,,,,20/12/2022,20/12/2022,5560,429412,435384,18/05854/FU,SHL020601
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02061,,"""38 North Grange Road, Headingley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02061,ETRS89,-1.56599158,53.81951206,,not owned by a public authority,yes,permissioned,full planning permission,09/02/2021,,,11,"Alterations and extensions to existing buildings to create 7 additional flats to Block A (C3 use class) and 4 additional flats to Block B (sui generis - student accommodation) including change of use of Block B to purpose built student accommodation, with associated car parking and landscaping",,,11,11,,,,20/12/2022,20/12/2022,5561,428569,436026,18/02754/FU,SHL020611
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02062,,"""Bridge House, Outwood Lane, Horsforth""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02062,ETRS89,-1.61773909,53.83494700,,not owned by a public authority,yes,permissioned,determination for permitted development,19/08/2021,,,26,Change of use of office (Use Class B1(a)) to 26 dwellings (Use Class C3),,,26,26,,,,20/12/2022,20/12/2022,5562,425154,437723,21/04605/DPD,SHL020621
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL02063,,"""Beech Grove Avenue, Garforth""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL02063,ETRS89,-1.38723418,53.79162486,,not owned by a public authority,yes,permissioned,full planning permission,28/06/2017,,,11,Development of 11 apartments and two A1/A2 retail units to ground floor,,,11,11,,,,20/12/2022,20/12/2022,5563,440363,433010,15/05136/FU,SHL020631
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00001,,"""Monk Bridge Road, Meanwood""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00001,ETRS89,-1.57220518,53.82650319,0.51,not owned by a public authority,,not permissioned,,,,,9,,,,9,9,,,,11/07/2016,20/12/2022,3,428155,436801,,SHL000011
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00006,,"""Scarcroft Lodge Wetherby Road Scarcroft Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00006,ETRS89,-1.44544763,53.86429018,5.78,not owned by a public authority,yes,permissioned,full planning permission,17/12/2020,,,172,"Development of C2 care community comprising 172 units of accommodation with associated communal facilities through demolition of existing office buildings with part conversion and extension of Scarcroft Lodge together with new build accommodation and car parking; retention of existing lodges as dwellings (C3) with alterations; erection of two dwellings (C3); conversion of Woodlands into five  apartments (C3); provision of associated infrastructure, landscaping and parking; formation of additional car parking area to serve existing cricket pitch",,,172,172,,,,19/12/2017,20/12/2022,15,436465,441063,18/06794/FU,SHL000062
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00011,,"""Daytona Works Carlisle Road Pudsey Leeds LS28 8PL""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00011,ETRS89,-1.66611561,53.79062778,0.53,not owned by a public authority,yes,permissioned,full planning permission,01/06/2012,,,18,Erection of 23 dwelling houses,,,18,18,,,,11/07/2016,20/12/2022,33,421993,432777,11/01860/FU,SHL000111
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00013,,"""Land At Vesper Road Kirkstall Leeds LS5 3NU""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00013,ETRS89,-1.60520380,53.82602124,0.48,not owned by a public authority,,not permissioned,,,,,17,,,,17,17,,,,11/07/2016,20/12/2022,37,425984,436735,,SHL000131
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00014,,"""Moorfield Road / Tower Works""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00014,ETRS89,-1.60227949,53.79912550,1.00,not owned by a public authority,,not permissioned,,,,,49,,,,49,49,,,,11/07/2016,20/12/2022,41,426193,433744,,SHL000141
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00017,,"""South Park Mills, 15, 15a, 16 And 17, Acrivan Ltd, Fulneck""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00017,ETRS89,-1.65662118,53.78016062,1.32,not owned by a public authority,yes,permissioned,reserved matters approval,17/12/2019,,,21,Reserved Matters application for residential development of 21 dwellings,,,21,21,,,,11/07/2016,20/12/2022,64,422625,431616,18/05373/RM,SHL000171
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00018,,"""Woodside Mill Low Lane Horsforth Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00018,ETRS89,-1.62161598,53.84103284,1.30,not owned by a public authority,,not permissioned,,,,,59,,,,59,59,,,,11/07/2016,20/12/2022,65,424895,438399,,SHL000182
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00026,,"""St Vincents School, 27 Church Street, Boston Spa""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00026,ETRS89,-1.34801112,53.90311534,0.54,not owned by a public authority,,not permissioned,,,,,13,,,,13,13,,,,11/07/2016,20/12/2022,90,442832,445436,,SHL000261
